OTUID,rbcL-105PS0090-230913-MALG1-S1,rbcL-105PS0259-230914-MALG1-S1,rbcL-105PS2260-230816-MALG1-S1,rbcL-106PS0371-230912-MALG1-S1,rbcL-111FS0008-230602-MALG1-S1,rbcL-113PS0356-190625-MALG1-S1,rbcL-113PSO360-190619-MALG1-S1,rbcL-201HAL100-170619-MALG1-S1,rbcL-201LAG0220-170626-MALG1-S1,rbcL-201LAG050-170627-MALG1-S1,rbcL-201LAG065-170612-MALG1-S1,rbcL-201LAG103-170612-MALG1-S1,rbcL-201LAG150-170515-MALG1-S1,rbcL-201LAG160-170524-MALG1-S1,rbcL-201LAG175-170627-MALG1-S1,rbcL-201LAG242-170615-MALG1-S1,rbcL-201LAG280-170614-MALG1-S1,rbcL-201LAG300-170614-MALG1-S1,rbcL-201LAG380-170613-MALG1-S1,rbcL-201NIC400-170516-MALG1-S1,rbcL-201WLK098-170622-MALG1-S1,rbcL-201WLK120-170517-MALG1-S1,rbcL-201WLK178-170522-MALG1-S1,rbcL-201WLK190-170522-MALG1-S1,rbcL-202BUT020-170607-MALG1-S1,rbcL-202BUT030-170620-MALG1-S1,rbcL-202BUT040-170607-MALG1-S1,rbcL-202BUT050-170608-MALG1-S1,rbcL-202PES060-170621-MALG1-S1,rbcL-202PES140-170601-MALG1-S1,rbcL-202PES162-170606-MALG1-S1,rbcL-202PES170-230725-MALG1-S1,rbcL-202PES180-170531-MALG1-S1,rbcL-202PES190-170531-MALG1-S1,rbcL-202PES240-170530-MALG1-S1,rbcL-202R00024-230724-MALG1-S1,rbcL-202SGR076-180613-BLANK-S1,rbcL-204AM0140-230509-MALG1-S1,rbcL-204AMO0-1-190609-MALG1-S1,rbcL-204AMO190-230624-MALG1-S1,rbcL-205R00769-2-180510-MALG1-S1,rbcL-205R01771-160603-MALG1-S1,rbcL-205R01771-160613-MALG1-S1,rbcL-205R02547-160601-MALG1-S1,rbcL-205R02547-160601-MALG2-S1,rbcL-205R02602-160602-MALG1-S1,rbcL-205R02602-160602-MALG2-S1,rbcL-205R02730-160601-MALG1-S1,rbcL-205R02730-160601-MALG2-S1,rbcL-205R02762-160602-MALG1-S1,rbcL-205R02762-160602-MALG2-S1,rbcL-205R04217-1-180503-MALG1-S1,rbcL-308PWCAH1-230726-BLANK-S1,rbcL-308PWCAH1-230726-MALG1-S1,rbcL-308PWCAH1-230726-MALG2-S1,rbcL-308PWCAH1-230726-MALG3-S1,rbcL-314SYP-240628-MALG2-S1,rbcL-315CAP-240523-MALG1-S1,rbcL-315CAP-240523-MALG2-S1,rbcL-315CAU-240522-MALG1-S1,rbcL-315CAU-240522-MALG2-S1,rbcL-315DOS-230524-MALG1-S1,rbcL-315DOS-240524-MALG2-S1,rbcL-315GAI-230524-MALG1-S1,rbcL-315GAI-240524-MALG2-S1,rbcL-315MIU-230523-MALG2-S1,rbcL-315RSB-230522-MALG2-S1,rbcL-315RSB-240522-MALG1-S1,rbcL-402PS0048-210519-MALG1-S1,rbcL-402PS0048-210519-MALG2-S1,rbcL-402WE0536-210519-BLANK-S1,rbcL-402WE0536-210519-MALG1-S1,rbcL-402WE0536-210519-MALG2-S1,rbcL-403CE0188-160526-MALG1-S1,rbcL-403CE0188-160526-MALG2-S1,rbcL-403WE0560-210520-MALG1-S1,rbcL-403WE0560-210520-MALG2-S1,rbcL-404BA0852-210518-MALG1-S1,rbcL-404BA0852-210518-MALG2-S1,rbcL-404R4S008-210508-MALG1-S1,rbcL-404R4S008-210518-MALG1-S1,rbcL-404R4S029-210527-MALG1-S1,rbcL-408PS0032-210525-MALG1-S1,rbcL-408WE0654-210525-MALG1-S1,rbcL-513PS0008-230614-MALG1-S1,rbcL-513STCAIV-210607-MALG1-S1,rbcL-514DNCLDC-210922-MALG1-S1,rbcL-514SFA222-211021-MALG1-S1,rbcL-517LCCAYB-210721-MALG1-S1,rbcL-517LCCAYB-210721-MALG2-S1,rbcL-517PSC038-210630-MALG1-S1,rbcL-518CDS022-210630-MALG1-S1,rbcL-518RCAJNC-220706-MALG1-S1,rbcL-532MKN078-230814-MALG1-S1,rbcL-534SED001-210803-MALG1-S1,rbcL-537R5NPFA-210517-MALG1-S1,rbcL-554NMCCVM-230929-MALG1-S1,rbcL-554NMCCVM-230929-QUAL1-S1,rbcL-603WRK001-230905-MALG1-S1,rbcL-603WRK001-230905-MALG2-S1,rbcL-632CHV001-210706-MALG1-S1,rbcL-634BMCH89-210707-MALG1-S1,rbcL-801BBMC01-230628-MALG1-S1,rbcL-801BBRC01-230628-MALG-BL,rbcL-801BBRC01-230628-MALG1-S1,rbcL-801M16728-230516-MALG1-S1,rbcL-801M16739-230517-BLANK-S1,rbcL-801M16740-230518-BLANK-S1,rbcL-801M16740-230518-MALG1-S1,rbcL-801S18169-230518-MALG1-S1,rbcL-801S31343-230627-MALG1-S1,rbcL-801WE1043-230626-MALG1-S1,rbcL-901BELOLV-220414-MALG1-S1,rbcL-901NP9MRC-170327-MALG1-S1,rbcL-902M18865-160505-MALG1-S1,rbcL-902SCSCRx-220603-MALG1-S1,rbcL-902SCSCRx-230712-QUAL1-S1,rbcL-903ACPCT1-210519-MALG1-S1,rbcL-903ACPCT1-220427-MALG1-S1,rbcL-903ACPCT1-220427-MALG2-S1,rbcL-903ACPCT1-220427-MALG3-S1,rbcL-903ACPCT1-230629-QUAL1-S1,rbcL-903ACPCT1DUP-220427-MALG1-S1,rbcL-903ACPCT1DUP-220427-MALG2-S1,rbcL-903ACPCT1DUP-220427-MALG3-S1,rbcL-903FCPSPx-210630-MALG1-S1,rbcL-903NP9SLR-170419-MALG1-S1,rbcL-903NP9UAC-210607-MALG1-S1,rbcL-903NP9UAC-220510-MALG1-S1,rbcL-903PCPMPx-210623-MALG1-S1,rbcL-904M21729-160614-MALG1-S1,rbcL-904WE1125-160614-MALG1-S1,rbcL-905BMCCGx-210521-MALG1-S1,rbcL-906LPCYNM-160824-MALG1-S1,rbcL-906LPCYNO-160824-MALG1-S1,rbcL-906LPCYNU-160824-MALG1-S1,rbcL-907M23348-160617-MALG1-S1,rbcL-907NPSSVC-220405-MALG1-S1,rbcL-907SDBOC2-220503-MALG1-S1,rbcL-907TCB-171108-MALG2-S1,rbcL-907TEMREF-220325-MALG2-S1,rbcL-909CLASASR-210602-MALG1-S1,rbcL-909M24925-160510-MALG1-S1,rbcL-909M24937-160622-MALG1-S1,rbcL-909NP9UNT-170403-MALG1-S1,rbcL-909SWCASR-170502-MALG1-S1,rbcL-909SWCASR-230608-MALG2-S1,rbcL-909SWCYNM-160824-MALG1-S1,rbcL-909SWCYNO-160824-MALG1-S1,rbcL-910OTCYNM-160824-MALG1-S1,rbcL-911GSCAPV-220418-MALG1-S1,rbcL-911KCKCRx-210527-MALG1-S1,rbcL-911M24926-160323-MALG1-S1,rbcL-911NCPCRx-220413-MALG1-S1,rbcL-911NCPCRx-220413-MALG2-S1,rbcL-911NCPCRx-220425-MALG1-S1,rbcL-911NCPCRx-220425-MALG2-S1,rbcL-911NCPCRx-220616-MALG1-S1,rbcL-911PS0794-220419-MALG1-S1,rbcL-911PS0794-220419-MALG2-S1,rbcL-911TJKC1x-210512-MALG1-S1,rbcL-911TJKC1x-220406-MALG1-S1,rbcL-911TJKC1x-220406-MALG2-S1,rbcL-911TJKC1x-220425-MALG1-S1,rbcL-911TJKC1x-230610-MALG1-S1,rbcL-911TJLCC2-210610-MALG1-S1,rbcL-911TJPCV1-230627-QUAL2-S1,rbcL-911TJPVC1-210614-MALG1-S1,rbcL-COY114-160609-MALG1-S1,rbcL-COY121-160609-MALG1-S1,rbcL-FIELDQA-170608-MALG1-S1,rbcL-FIELDQA-170615-MALG1-S1,rbcL-FIELDQA-170619-MALG1-S1,rbcL-FIELDQA-230726-MALG1-S1,rbcL-FIELDQA-230726-MALG2-S1,rbcL-FIELDQA2-240522-BLANK-S1,rbcL-FIELDQA3-240522-BLANK-S1,rbcL-NRS23CA10003-230613-MALG1-S1,rbcL-SMC0026-160505-MALG1-S1,rbcL-SMC01097-160506-MALG1-S1,rbcL-SMC2-21725-160517-MALG1-S1,rbcL-SMC2-21737-160517-MALG2-S1,rbcL-WCAP990662-160510-MALG1-S1,ConsensusLineage
dbb96d19aef1976108bac36c48c46d65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,5144,2940,0,346,711,642,962,148,2167,2599,4071,9955,8148,3451,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; Bacillariophyta; Fragilariophyceae; Fragilariales; Fragilariaceae; Fragilaria; Fragilaria sp.
c4152a17db0101cbad86ac8672b85b3d,26,43,12,44,0,85,103,3840,0,150,527,1418,1139,2986,0,296,367,107,122,1836,122,190,62,873,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,512,10439,10641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,131,37,31,0,45,11,8,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,296,1488,0,0,0,0,360,0,0,0,0,0,Eukaryota; Bacillariophyta; Bacillariophyceae; Achnanthales; Achnanthidiaceae; Planothidium; Planothidium victori
6464c24e1c20f115c20662415c4dff19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5588,0,0,0,0,0,0,0,0,0,0,0,0,34067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
56faa75fd7ea8ab0d03209a82276e0e5,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,524,2320,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,67,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,151,0,0,0,84,9,0,150,0,0,0,0,11988,49,492,1967,3247,1175,1941,119,11,26,2370,2049,1161,1434,6237,0,0,105,0,0,0,0,0,0,0,0,0,0,3,0,0,0,52,Eukaryota; Bacillariophyta; Fragilariophyceae; Fragilariales; Fragilariaceae; Fragilariforma; Fragilariforma virescens
84176b889d07a639b055b903bed484d2,0,0,0,0,21,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,41,198,60,0,0,20,40,0,0,0,18,0,0,0,54,33,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,51,22,11,0,949,899,0,62,73,390,493,0,243,237,221,895,71,64,437,414,56,29,38,0,170,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663,0,17432,11602,23,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,61,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,30,19,0,Eukaryota; Bacillariophyta; Bacillariophyceae; Naviculales; Naviculaceae; Navicula; Navicula sp.
29392ad0d83c08c70bc2a24367e33a6b,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,137,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,17694,0,0,0,0,0,0,0,0,0,19280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; Bacillariophyta; Bacillariophyceae; Cymbellales; Cymbellaceae; Cymbella; Cymbella excisa
4821153cf288752e88cd4a6a2902a87a,0,0,0,0,0,0,0,21,0,0,114,0,0,0,0,0,0,0,0,49,0,0,0,10,11,110,412,0,4,84,3,465,0,72,0,4594,0,0,0,0,0,0,0,9900,15796,0,0,216,217,86,143,0,0,0,0,0,0,14,9,0,0,50,38,4,8,67,16,21,18,40,0,36,25,0,0,0,0,4,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,131,89,0,0,0,0,0,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,111,0,108,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1664,0,35,0,0,0,0,0,0,0,0,0,8,0,Unassigned
ec199cd67740afec0c82a1ed25a8b7c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,728,132,0,0,0,0,0,0,0,0,0,230,53,38,367,52,733,13,0,0,0,0,0,0,0,0,0,0,131,141,678,625,21,0,323,305,0,0,0,0,0,0,0,0,0,0,68,70,0,0,0,0,0,233,240,0,87,66,142,17,0,0,541,474,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5357,6767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081,2102,0,0,0,0,43,0,0,195,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,838,0,0,0,0,0,0,0,2275,0,489,0,Eukaryota; Bacillariophyta; Bacillariophyceae; Achnanthales; Cocconeidaceae; Cocconeis; Cocconeis placentula
390b2aba5ada163ecd86e35279442da5,11,0,0,0,811,423,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,154,25,0,10467,11995,0,0,0,0,0,2539,4250,0,142,182,9,0,72,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; Bacillariophyta; Fragilariophyceae; Fragilariales; Fragilariaceae; Diatoma; Diatoma moniliformis
3d2f63665b75dd427469b45efda83d06,6663,1265,0,1800,0,0,0,0,79,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,109,74,17,223,0,345,18915,0,0,0,0,0,1537,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; Bacillariophyta; Bacillariophyceae; Cymbellales; Cymbellaceae; Encyonema; Encyonema silesiacum
943c80ebdbb3cdc52cc45f2ebbb9fe11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,1812,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,3974,359,434,119,112,4140,4589,64,129,139,172,178,0,27,25,0,30,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1189,0,0,0,0,0,0,0,0,0,0,0,6,0,Unassigned
9e78017637d7e05beb1acc22b703c005,55,63,0,244,388,14,17,197,108,219,254,0,613,1124,318,496,298,0,33,1050,331,39,207,1446,104,84,382,316,218,716,889,71,330,907,0,272,0,2155,588,1625,435,0,0,77,147,173,297,24,16,7,0,1771,0,48,0,20,0,34,33,125,121,39,76,380,425,680,967,858,15,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,1427,8,0,0,0,0,0,0,0,0,0,0,262,19,0,0,0,45,84,136,207,174,42,77,64,91,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,6,38,48,0,232,149,63,0,0,0,0,0,0,0,0,0,Unassigned
fc15ce95298152de715c4b7046527421,37,0,0,0,1143,0,72,571,45,117,380,798,56,400,240,694,176,0,0,2263,267,1232,30,66,0,24,110,1436,0,43,101,55,0,58,0,0,0,0,0,0,0,0,0,0,0,146,263,0,0,362,238,282,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,234,46,38,0,0,102,0,0,0,0,2075,33,10,0,0,226,11,0,0,13,0,7,270,413,74,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,26,37,14,170,0,6,9,25,0,388,263,94,20,15,1114,0,0,0,0,0,0,272,16,661,59,1206,506,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,15,0,0,0,1318,1264,514,0,0,0,2080,0,621,0,16,178,Eukaryota; Bacillariophyta; Bacillariophyceae; Cymbellales; Rhoicospheniaceae; Rhoicosphenia; Rhoicosphenia abbreviata
e423b07d5318ea49f0d8426e29ccda22,19,0,0,1082,39,0,0,223,9,465,563,575,713,321,119,262,187,470,0,346,353,57,74,569,727,438,907,120,186,681,353,20,450,1239,0,22,0,18,7,72,0,9,17,0,10,21,0,9,0,0,0,57,0,0,0,0,0,106,162,217,175,0,36,547,618,714,594,446,278,312,0,166,146,52,98,80,64,161,90,589,390,137,0,0,108,0,0,0,0,0,0,0,0,0,0,0,307,74,444,378,0,0,18,0,244,252,0,0,0,25,388,255,4,0,144,15,124,171,254,336,306,115,509,473,643,0,51,163,144,0,43,20,0,0,0,0,0,46,0,327,0,151,0,18,121,127,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,237,0,0,323,196,230,0,0,0,0,0,766,0,60,34,46,Eukaryota; Bacillariophyta; Bacillariophyceae; Naviculales; Naviculaceae; Navicula; Navicula gregaria
ef66c80e6134f80b09622bac1cdecfac,0,0,0,0,0,168,418,1194,166,490,2550,441,2561,2917,603,990,348,0,0,3227,1168,188,189,3668,186,91,176,967,43,320,478,0,161,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1026,1704,0,0,0,0,0,0,0,0,0,0,Eukaryota; Bacillariophyta; Bacillariophyceae; Bacillariales; Bacillariaceae; Nitzschia; Nitzschia inconspicua
081c9fc91e365a4489039fc0eb6f06f8,12550,13928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota; Bacillariophyta; Bacillariophyceae; Achnanthales; Achnanthidiaceae; Achnanthidium; Achnanthidium pyrenaicum
e99d15655ca4a332b67a7e72bf407261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,0,5989,166,179,200,147,6611,104,98,93,0,19,159,400,0,0,0,0,0,0,0,0,0,0,0,1559,21,0,17,0,201,0,0,0,0,229,390,0,477,780,2621,3159,40,533,405,12,231,81,24,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
a7b48f51ffcf284ca06c199e734f7067,0,0,0,0,1601,0,0,107,21,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,64,0,26,23,0,0,0,0,0,0,0,0,0,24,55,0,15,42,0,0,71,92,1061,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,7,11,0,44,0,0,0,0,0,0,0,50,0,0,0,0,0,0,80,0,0,0,0,5515,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,86,0,90,0,0,0,0,112,0,0,0,0,0,0,844,0,0,11401,Eukaryota; Bacillariophyta; Fragilariophyceae; Fragilariales; Fragilariaceae; Ulnaria; Ulnaria ulna
0ec07dd5f11501b1cb6a19184f30291a,0,0,0,0,652,0,0,46,20,0,429,109,12,0,245,482,162,0,68,130,49,39,0,61,55,220,1651,3438,11,506,458,9804,529,164,0,1350,0,0,0,0,70,0,0,144,185,727,590,0,0,34,38,66,0,503,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,112,360,0,0,0,0,0,95,0,0,0,Eukaryota; Bacillariophyta; Bacillariophyceae; Cymbellales; Rhoicospheniaceae; Rhoicosphenia; Rhoicosphenia abbreviata
24f40132c849eae716a3e99391252c25,0,156,0,0,1031,0,0,17,268,52,217,38,11,16,161,335,242,0,0,50,107,0,16,50,468,229,477,237,191,655,301,53,249,901,0,455,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,125,0,591,0,372,0,625,810,287,249,341,339,373,335,222,22,0,629,952,0,564,481,24,233,15,21,61,49,0,0,109,0,0,47,0,0,0,0,0,0,0,0,0,151,0,0,0,290,275,0,0,0,0,7,67,0,0,0,0,25,6863,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,7,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,107,0,0,0,739,87,326,0,0,0,0,0,134,0,14,3,Eukaryota; Bacillariophyta; Bacillariophyceae; Naviculales; Naviculaceae; Navicula; Navicula tripunctata
8391b42364e290ccc2f5624a56178d8e,32,28,0,245,0,0,0,0,0,36,214,1336,103,144,0,0,19,0,0,95,0,0,0,182,132,0,0,0,0,0,0,18,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,81,65,0,0,81,113,0,0,0,0,0,0,48,130,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20741,0,0,0,0,0,Eukaryota; Bacillariophyta; Bacillariophyceae; Achnanthales; Achnanthidiaceae; Planothidium; Planothidium cf. subantarcticum
58a38ad0e2a30031258d6948df70c714,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,435,131,0,238,25,0,0,0,0,0,0,0,62,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,5613,5700,0,3233,2502,0,0,0,0,0,558,981,0,0,32,32,25,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,496,514,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,Eukaryota; Bacillariophyta; Bacillariophyceae; Naviculales; Naviculaceae; Navicula; Navicula phyllepta
